customer_number,usia,pekerjaan,status_perkawinan,pendidikan,gagal_bayar_sebelumnya,pinjaman_rumah,pinjaman_pribadi,jenis_kontak,bulan_kontak_terakhir,hari_kontak_terakhir,jumlah_kontak_kampanye_ini,hari_sejak_kontak_sebelumnya,jumlah_kontak_sebelumnya,hasil_kampanye_sebelumnya,tingkat_variasi_pekerjaan,indeks_harga_konsumen,indeks_kepercayaan_konsumen,suku_bunga_euribor_3bln,jumlah_pekerja,pulau,berlangganan_deposito,high_rate_flag,job_sector
834738,31,6,0,4,0,0,0,1,3,2,6,999,0,0,1.4,94.465,-41.8,4.961,5228.1,6,0,1,1
104088,38,6,2,2,0,2,2,0,2,2,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0,0,0,1
390898,30,6,0,5,0,1,0,0,8,3,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,6,1,1,1
923093,46,7,0,3,1,0,0,1,2,1,3,999,0,0,1.1,93.994,-36.4,4.858,5191.0,6,0,1,0
942820,52,6,1,4,0,1,0,1,3,3,1,999,0,0,1.4,94.465,-41.8,4.962,5228.1,5,0,1,1
578147,36,0,2,6,0,1,0,0,5,2,2,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1,0,1,0
681732,37,2,1,3,0,0,1,1,2,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,3,0,1,1
126546,42,0,2,6,0,0,1,1,2,5,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,2,0,1,0
705599,36,0,0,7,1,1,0,0,8,4,3,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0
103475,35,3,1,7,0,0,0,1,3,5,2,999,0,0,1.4,94.465,-41.8,4.967,5228.1,6,1,1,0
481115,25,1,0,6,0,0,1,0,2,4,1,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0
655083,45,2,1,1,1,1,1,0,4,2,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,4,0,1,1
762787,38,2,0,2,0,0,0,0,2,4,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,3,0,0,1
868528,30,0,1,6,0,1,1,0,8,2,2,999,0,0,-3.4,92.649,-30.1,0.715,5017.5,3,0,0,0
302818,39,2,1,1,0,1,0,1,0,2,3,999,0,0,-1.8,92.843,-50.0,1.687,5099.1,6,0,0,1
166795,44,0,0,6,0,0,0,0,5,3,2,4,1,2,-2.9,92.201,-31.4,0.879,5076.2,0,0,0,0
690244,34,6,0,4,1,0,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,1
343049,26,1,0,5,0,1,0,1,3,1,2,999,0,0,1.4,94.465,-41.8,4.96,5228.1,5,0,1,0
507966,47,1,0,5,0,1,0,1,2,4,3,999,0,0,1.1,93.994,-36.4,4.855,5191.0,3,0,1,0
922684,54,3,0,6,0,1,0,1,2,4,4,999,0,0,1.1,93.994,-36.4,4.86,5191.0,4,0,1,0
344465,35,2,0,1,1,1,0,1,2,2,13,999,0,0,1.1,93.994,-36.4,4.857,5191.0,7,0,1,1
821959,55,1,0,5,0,1,0,1,2,4,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,3,0,1,0
361361,60,8,0,7,0,0,0,0,5,4,2,999,0,0,-2.9,92.201,-31.4,0.883,5076.2,5,0,0,0
377299,26,0,0,4,0,0,0,0,4,1,4,999,0,0,1.4,93.918,-42.7,4.96,5228.1,5,0,1,0
638252,50,2,0,1,0,1,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,3,0,1,1
776020,57,10,2,6,0,0,0,1,4,2,2,999,0,0,1.4,93.918,-42.7,4.955,5228.1,7,0,1,2
639923,36,2,1,4,0,0,0,1,3,2,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,5,0,1,1
192587,39,3,0,2,0,1,0,1,2,4,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,4,0,1,0
931477,23,2,1,3,0,1,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,7,0,1,1
497137,38,0,2,6,1,1,0,0,8,3,2,999,1,1,-0.1,93.2,-42.0,4.12,5195.8,5,0,1,0
496497,48,0,0,6,0,0,0,1,2,5,9,999,0,0,1.1,93.994,-36.4,4.864,5191.0,7,0,1,0
171391,34,1,1,6,0,0,0,0,0,1,2,999,0,0,-1.8,92.843,-50.0,1.52,5099.1,6,1,0,0
920458,22,5,1,7,0,0,0,0,3,1,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,7,0,0,2
338656,21,5,1,6,0,1,0,0,8,5,3,3,1,2,-3.4,92.649,-30.1,0.714,5017.5,3,0,0,2
928296,36,2,0,3,0,1,0,0,2,4,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,1
649985,35,2,0,2,0,1,0,1,2,5,2,999,0,0,1.1,93.994,-36.4,4.864,5191.0,2,0,1,1
250883,31,8,1,6,0,0,0,0,8,4,3,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,5,0,1,0
193029,40,0,0,3,1,1,1,1,2,1,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,7,0,1,0
434768,40,0,0,4,0,1,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,7,0,1,0
487835,27,1,1,6,0,1,0,1,3,1,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,7,0,1,0
267475,45,2,0,2,0,0,1,0,4,4,4,999,0,0,1.4,93.918,-42.7,4.968,5228.1,3,0,1,1
589427,38,2,0,2,1,0,0,1,2,4,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,4,0,1,1
475563,37,2,0,3,0,1,1,0,4,3,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,1
680195,34,7,0,3,0,1,0,1,8,2,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,7,0,1,0
756010,37,2,0,5,0,0,0,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.435,5099.1,5,0,0,1
986382,40,2,1,3,0,1,0,1,2,4,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,6,0,1,1
119627,27,0,0,4,0,1,0,1,4,3,5,999,0,0,1.4,93.918,-42.7,4.963,5228.1,5,0,1,0
821002,46,9,1,6,0,0,0,0,0,2,1,10,2,2,-1.8,93.369,-34.8,0.646,5008.7,6,1,0,2
200313,25,0,1,6,0,0,0,1,5,2,3,999,0,0,-2.9,92.201,-31.4,0.838,5076.2,3,0,0,0
862965,52,0,0,4,0,0,0,1,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,2,0,1,0
793257,34,2,0,3,1,1,0,0,4,5,4,999,0,0,1.4,93.918,-42.7,4.957,5228.1,2,1,1,1
237430,35,2,0,3,1,1,0,0,4,5,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,1
371075,64,1,0,5,0,1,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.445,5099.1,3,0,0,0
194746,36,3,0,6,0,1,1,0,1,1,1,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0
304706,54,1,0,6,0,0,0,0,8,2,2,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,5,0,1,0
708498,49,8,2,3,0,0,0,0,2,5,1,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,0,0
938927,58,10,2,5,1,0,0,1,3,1,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,2
323252,50,0,1,3,0,2,2,1,8,4,1,999,0,0,-0.1,93.2,-42.0,4.245,5195.8,0,0,1,0
655276,36,1,0,6,0,1,0,1,3,1,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,6,0,1,0
739695,51,0,0,6,0,0,0,0,3,1,4,999,0,0,-1.7,94.055,-39.8,0.754,4991.6,6,1,0,0
302936,42,6,2,4,0,1,1,0,4,2,14,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,1
659744,30,0,0,6,0,0,0,0,5,4,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,5,0,1,0
422346,27,0,0,4,0,1,0,0,4,1,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,3,0,1,0
218296,38,2,0,3,0,1,0,0,1,1,4,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,5,0,0,1
938812,26,0,0,4,0,1,0,1,3,2,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,7,0,1,0
647155,28,2,1,3,0,0,0,0,4,5,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,4,0,1,1
599351,60,10,0,2,0,1,0,0,1,1,2,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,2,0,0,2
227278,34,2,0,2,0,0,0,1,3,5,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,1
738363,40,8,0,3,0,1,0,1,3,5,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0
521411,58,6,0,4,0,1,0,1,3,2,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,1
520302,27,0,0,6,0,0,1,0,4,2,6,999,1,1,-2.9,92.469,-33.6,0.908,5076.2,7,1,0,0
872072,39,0,1,7,0,1,0,1,2,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,2,0,1,0
910363,29,0,1,6,0,1,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,6,0,1,0
964641,36,7,0,4,1,1,0,0,5,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,2,0,1,0
456215,46,7,0,3,1,0,1,1,2,1,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,5,0,1,0
133218,28,1,2,6,0,1,0,0,4,1,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,2,0,1,0
136283,40,1,1,4,0,0,0,1,2,2,4,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1,0,1,0
268550,50,2,0,3,1,0,0,1,2,1,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,4,0,1,1
193596,28,0,1,6,0,0,0,0,0,4,1,999,0,0,-1.8,93.369,-34.8,0.635,5008.7,4,0,0,0
518210,30,7,1,6,0,0,0,1,2,5,5,999,0,0,1.1,93.994,-36.4,4.864,5191.0,5,0,1,0
698553,41,0,0,6,0,1,1,1,3,3,3,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0
566412,47,1,0,5,0,0,0,0,4,1,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,2,0,1,0
726397,48,2,0,3,0,1,0,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,1
730887,30,1,0,5,0,1,1,1,4,1,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,3,0,1,0
701224,50,1,0,5,0,0,0,0,8,5,4,999,1,1,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0
331979,59,3,0,6,1,0,0,0,4,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,0
982914,58,11,0,3,0,1,0,0,9,4,1,999,1,1,-3.0,92.713,-33.0,0.72,5023.5,5,1,0,2
621414,40,0,1,6,1,1,0,1,3,2,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,3,0,1,0
322436,34,1,1,4,0,1,0,1,8,2,4,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,1,0,1,0
261885,48,1,0,5,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0
568393,56,2,0,1,1,0,0,1,3,4,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,6,0,1,1
770872,28,2,0,2,1,0,0,1,3,2,7,999,0,0,1.4,94.465,-41.8,4.864,5228.1,2,0,1,1
989777,39,1,0,6,0,0,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,4,0,1,0
229423,33,1,1,4,0,1,0,0,5,1,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,5,0,1,0
115759,50,2,0,1,0,0,0,0,5,1,2,15,1,2,-2.9,92.201,-31.4,0.861,5076.2,6,0,0,1
944909,40,3,0,6,0,0,0,0,5,5,3,999,0,0,1.4,93.444,-36.1,4.966,5228.1,3,0,1,0
272148,33,6,0,4,0,0,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,5,0,1,1
497934,39,2,0,3,0,0,0,0,2,2,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,1,0,0,1
354233,43,0,0,6,0,1,0,0,5,4,10,999,0,0,1.4,93.444,-36.1,4.962,5228.1,3,0,1,0
128252,37,0,0,6,0,1,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1,0,1,0
878598,42,3,0,3,0,0,0,1,4,4,1,999,0,0,1.4,93.918,-42.7,4.968,5228.1,5,0,1,0
909299,56,10,0,4,0,0,0,0,3,2,1,3,1,2,-1.7,94.055,-39.8,0.761,4991.6,5,1,0,2
383182,54,1,0,5,0,1,0,0,5,2,2,999,0,0,-2.9,92.201,-31.4,0.838,5076.2,2,0,0,0
322173,25,2,1,3,0,0,0,0,2,5,3,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,7,0,0,1
255055,50,1,0,4,0,1,0,0,5,4,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,0,1,0
203197,28,0,0,4,0,1,0,1,2,1,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0
532066,49,0,1,4,0,0,0,0,7,5,1,999,1,1,-3.4,92.431,-26.9,0.739,5017.5,4,0,0,0
103843,71,10,0,5,0,1,0,0,1,4,2,999,0,0,-1.8,93.749,-34.6,0.64,5008.7,7,0,0,2
174427,32,2,1,1,0,1,0,0,4,5,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,0,1,1
745550,31,0,2,6,1,0,0,1,2,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,2,0,1,0
602805,31,1,0,6,0,1,0,0,5,4,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,4,0,1,0
617105,43,10,0,3,0,1,0,0,4,2,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,4,0,1,2
517385,37,2,0,7,0,0,0,1,3,5,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,1
494502,39,4,0,5,0,0,0,0,5,5,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,2,0,1,1
752835,27,2,1,4,0,0,0,0,4,2,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,1
474720,46,0,2,2,0,1,0,0,2,1,5,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,2,0,0,0
567353,53,2,2,2,0,1,0,0,8,3,6,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,2,0,1,1
859345,39,0,0,6,1,1,0,0,5,4,1,999,0,0,-2.9,92.201,-31.4,0.873,5076.2,1,0,0,0
631497,29,2,0,7,0,1,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,2,0,1,1
446293,32,0,0,4,0,1,0,0,3,3,1,10,1,2,-2.9,92.963,-40.8,1.26,5076.2,7,0,0,0
440894,29,0,1,4,0,1,0,0,5,3,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,5,0,1,0
431441,50,2,1,3,1,0,0,1,2,5,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,1,0,1,1
292181,30,2,0,1,1,0,0,1,2,5,3,999,1,1,-1.8,92.893,-46.2,1.313,5099.1,4,0,0,1
407692,35,0,1,6,0,1,0,0,5,5,4,999,0,0,1.4,93.444,-36.1,4.966,5228.1,6,0,1,0
897300,31,2,1,3,0,1,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,1
212782,35,0,1,4,0,0,0,1,3,1,5,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0
878381,46,1,0,1,1,1,0,1,2,1,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0
148909,35,1,0,6,1,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,1,0,1,0
326398,52,3,2,6,0,0,0,0,4,1,4,999,0,0,1.4,93.918,-42.7,4.96,5228.1,4,0,1,0
320002,31,7,1,6,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,7,0,1,0
986233,34,2,0,2,0,0,1,1,3,1,3,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,1
151639,37,2,0,2,1,1,0,1,4,4,1,999,0,0,1.4,93.918,-42.7,4.966,5228.1,5,0,1,1
518140,83,10,2,1,0,1,0,0,6,4,3,999,0,0,-1.1,94.199,-37.5,0.879,4963.6,5,0,0,2
621239,44,0,2,6,0,0,0,0,4,3,6,999,0,0,1.4,93.918,-42.7,4.957,5228.1,1,0,1,0
477215,42,2,0,1,1,0,0,0,2,5,1,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,5,0,0,1
494257,57,1,0,1,1,0,0,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,4,0,1,0
682527,49,0,0,6,0,1,1,1,2,1,1,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,7,0,0,0
336970,39,2,0,2,0,1,1,0,2,4,1,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,3,0,0,1
230435,58,1,0,4,0,0,0,1,3,4,3,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0
315705,43,1,0,5,0,0,0,1,3,2,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,2,0,1,0
602251,33,3,0,6,0,1,1,0,2,3,3,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,6,0,0,0
751812,48,2,0,2,0,0,0,1,2,1,10,999,0,0,1.1,93.994,-36.4,4.858,5191.0,5,0,1,1
658724,54,2,0,1,0,0,1,0,2,5,2,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,0,1
746825,54,2,0,1,1,1,1,1,2,1,1,999,0,0,1.1,93.994,-36.4,4.858,5191.0,4,0,1,1
133510,32,0,1,6,0,0,0,0,8,1,2,999,0,0,-3.4,92.649,-30.1,0.722,5017.5,3,0,0,0
345536,50,11,0,7,1,1,0,0,5,1,2,999,0,0,1.4,93.444,-36.1,4.97,5228.1,4,0,1,2
105030,56,6,1,4,0,0,1,0,4,3,5,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1,0,1,1
169113,37,0,0,6,0,1,1,0,0,2,3,999,0,0,-1.8,92.843,-50.0,1.687,5099.1,2,1,0,0
669594,55,2,0,1,1,1,0,1,3,3,1,999,0,0,1.4,94.465,-41.8,4.962,5228.1,6,0,1,1
884172,44,2,0,7,1,1,0,1,2,2,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,7,0,1,1
909922,30,0,1,4,0,0,0,0,5,5,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,3,0,1,0
946464,34,0,1,4,0,0,0,0,1,2,1,999,0,0,-1.8,93.075,-47.1,1.453,5099.1,2,0,0,0
654878,39,3,0,6,0,1,0,0,2,4,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,0,0,0
222964,40,4,0,1,1,0,0,0,4,5,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,2,0,1,1
975993,59,9,0,3,0,1,0,0,0,1,2,999,0,0,-1.8,93.369,-34.8,0.639,5008.7,3,1,0,2
806439,37,0,0,4,0,0,1,1,2,4,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,4,0,1,0
209264,35,3,0,5,0,2,2,0,2,5,3,999,1,1,-1.8,92.893,-46.2,1.313,5099.1,1,0,0,0
770521,31,2,1,3,0,0,0,1,2,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,2,0,1,1
216882,45,0,0,4,0,1,0,0,1,1,3,999,0,0,-1.8,93.075,-47.1,1.466,5099.1,5,0,0,0
391362,37,1,0,5,1,1,1,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,6,0,1,0
913414,49,2,2,7,1,1,0,0,4,3,2,999,0,0,1.4,93.918,-42.7,4.957,5228.1,2,0,1,1
353713,43,3,0,6,0,1,0,0,8,2,4,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,6,0,1,0
811188,33,1,0,5,0,0,0,1,2,1,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0
546584,37,2,0,5,1,0,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,4,0,1,1
436301,21,0,1,3,0,1,1,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,7,0,1,0
920256,38,1,0,6,0,1,0,0,2,2,1,999,1,1,-1.8,92.893,-46.2,1.344,5099.1,6,0,0,0
845583,45,2,1,3,0,0,0,1,3,1,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,7,0,1,1
208745,45,1,1,5,0,1,0,1,2,2,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,6,0,1,0
958608,46,0,0,6,0,1,0,1,1,3,8,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,4,0,0,0
879150,27,0,0,6,0,0,0,1,2,3,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,2,0,1,0
436681,18,5,1,7,0,1,0,0,2,2,1,6,1,2,-1.8,93.876,-40.0,0.668,5008.7,3,1,0,2
775373,52,3,0,6,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,5,0,1,0
388449,24,0,1,4,0,1,1,1,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,3,0,1,0
612801,41,6,2,3,0,0,0,1,3,4,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,6,0,1,1
724649,45,2,2,3,1,0,0,0,8,1,4,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,1,0,1,1
554608,29,1,1,5,0,1,0,0,3,3,2,6,1,2,-1.7,94.055,-39.8,0.704,4991.6,2,1,0,0
152840,52,0,0,3,0,0,0,0,2,3,1,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,5,0,0,0
505738,44,2,0,2,0,0,0,0,2,4,2,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,4,0,0,1
762962,55,0,2,5,1,0,0,0,4,1,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,6,0,1,0
861989,33,1,0,6,0,1,0,1,6,3,1,999,1,1,-1.1,94.199,-37.5,0.876,4963.6,4,0,0,0
299700,26,6,1,3,1,1,0,0,2,2,2,999,1,1,-1.8,92.893,-46.2,1.291,5099.1,5,0,0,1
503553,45,2,0,3,1,1,0,1,2,5,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,1
664475,39,2,2,4,0,1,1,1,2,2,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,5,0,1,1
402006,32,2,0,1,1,0,0,1,2,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,6,0,1,1
421746,38,0,0,6,0,0,0,0,4,5,5,999,0,0,1.4,93.918,-42.7,4.962,5228.1,3,0,1,0
817585,33,0,0,4,0,0,0,0,5,2,1,999,1,1,-2.9,92.201,-31.4,0.859,5076.2,7,0,0,0
137650,30,1,0,6,0,0,0,1,2,2,4,999,0,0,1.1,93.994,-36.4,4.856,5191.0,6,0,1,0
999843,47,0,0,6,0,0,0,0,5,1,6,999,0,0,1.4,93.444,-36.1,4.963,5228.1,2,1,1,0
713865,29,2,0,3,0,0,0,1,2,1,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,7,0,1,1
739314,54,2,0,3,0,0,0,0,2,4,2,6,2,2,-1.8,92.893,-46.2,1.266,5099.1,4,1,0,1
461156,28,9,0,5,0,0,0,1,5,5,11,999,0,0,-2.9,92.201,-31.4,0.869,5076.2,2,0,0,2
999867,48,0,2,1,0,1,0,0,2,1,1,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,2,0,0,0
991623,47,1,0,5,0,1,0,0,4,4,33,999,0,0,1.4,93.918,-42.7,4.968,5228.1,1,0,1,0
342694,49,2,0,4,1,0,0,0,5,4,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,4,0,1,1
501551,60,3,0,6,0,2,2,0,5,5,5,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1,0,1,0
102289,33,0,1,6,0,1,1,0,5,2,4,999,0,0,1.4,93.444,-36.1,4.963,5228.1,7,0,1,0
238998,37,2,0,3,0,2,2,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,1
731973,30,5,1,7,1,1,0,1,2,1,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,2,0,1,2
985279,35,6,0,4,0,1,0,1,3,5,11,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,1
207349,37,1,0,5,0,0,0,0,1,5,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,4,0,0,0
510728,39,6,0,7,1,1,1,0,4,3,6,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,1,1,1
561549,21,5,1,3,0,1,0,0,4,2,2,999,0,0,-1.7,94.215,-40.3,0.797,4991.6,4,1,0,2
368475,32,3,1,1,0,0,0,1,2,1,7,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1,0
179012,52,1,0,5,1,0,0,0,5,3,1,999,0,0,1.4,93.444,-36.1,4.967,5228.1,3,0,1,0
998435,38,1,0,5,1,0,0,0,5,5,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0
572225,29,3,1,6,1,1,0,1,3,3,3,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0
859952,47,4,0,7,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,6,0,1,1
597876,33,0,1,6,0,2,2,0,3,4,3,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,6,0,0,0
564654,54,10,2,5,0,0,0,1,2,1,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,7,0,1,2
280837,38,1,1,5,0,1,0,0,2,1,2,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,7,0,0,0
109202,56,10,2,6,0,1,0,0,1,1,5,9,1,2,-1.8,93.075,-47.1,1.405,5099.1,5,0,0,2
684671,27,2,1,2,0,0,1,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,1
304759,34,1,1,5,0,0,0,1,2,4,4,999,0,0,1.1,93.994,-36.4,4.86,5191.0,4,0,1,0
249591,31,2,0,2,0,1,1,1,3,2,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,2,0,1,1
778188,43,0,0,6,0,1,0,0,1,4,2,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,2,0,0,0
917518,36,0,1,6,0,1,0,0,2,2,3,999,1,1,-1.8,92.893,-46.2,1.291,5099.1,4,0,0,0
604785,55,0,2,7,0,0,0,0,1,5,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,2,0,0,0
981892,36,0,0,6,0,1,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1,0,1,0
108644,39,1,0,4,0,0,0,0,4,3,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1,0,1,0
183120,41,2,0,1,1,0,0,1,3,3,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,1
263558,35,6,1,4,1,1,0,1,3,2,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,7,0,1,1
566951,36,2,0,1,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,3,0,1,1
161660,43,2,1,1,1,0,0,1,2,3,3,999,0,0,1.1,93.994,-36.4,4.858,5191.0,6,0,1,1
